fid,objectid,poi_id,kategorie,name,anzahl_pp,markierung,sicherheit,dach,signalisation,bemerkung,gebuehr,oeffentlicher_grund,objid,bezeichnun,name_2,entstehung
"986","105008",vap105008,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"987","104322",vap104322,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"988","104518",vap104518,Zweirad,Velo,"133",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"989","20649",vap20649,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"990","20004",vap20004,Zweirad,Velo,"84",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"991","18280",vap18280,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"992","18282",vap18282,Zweirad,Velo,"11",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"993","18281",vap18281,Zweirad,Velo,"4",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"994","9924",vap9924,Zweirad,Velo,"44",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"995","9923",vap9923,Zweirad,Velo,"30",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"996","8645",vap8645,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"997","104848",vap104848,Zweirad,Velo,"6",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"998","104830",vap104830,Zweirad,Velo,"40",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"999","104308",vap104308,Zweirad,Velo,"41",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1000","7052",vap7052,Zweirad,Velo,"36",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1001","7671",vap7671,Zweirad,Velo,"24",,,,,"Bahnhof Altstetten (Vulkanplatz, Mietbox)",gebührenpflichtig,öffentlicher Grund,"4",Kreis 9,9,"4"
"1002","7670",vap7670,Zweirad,Velo,"114",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1003","104813",vap104813,Zweirad,Velo,"50",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1004","7051",vap7051,Zweirad,Velo,"92",,,,,3 Pfosten-Gruppen,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1005","7050",vap7050,Zweirad,Velo,"64",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1006","7049",vap7049,Zweirad,Velo,"50",,,,,Erstreckt sich entlang der ganzen Hausfassade. Unterteilt in mehrere überdachte Veloständer,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1007","7048",vap7048,Zweirad,Velo,"60",,,,,Erstreckt sich entlang der ganzen Hausfassade. Unterteilt in mehrere überdachte Veloständer,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1008","7046",vap7046,Zweirad,Velo,"65",,,,,Erstreckt sich entlang der ganzen Hausfassade. Unterteilt in mehrere überdachte Veloständer.,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1009","7045",vap7045,Zweirad,Velo,"50",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1010","7047",vap7047,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1011","5258",vap5258,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1012","104620",vap104620,Zweirad,Velo,"72",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1013","4944",vap4944,Zweirad,Velo,"29",,,,,bei Schule Buchlern,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1014","12482",vap12482,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1015","12481",vap12481,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1016","105057",vap105057,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1017","715",vap715,Zweirad,Velo,"78",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1018","105006",vap105006,Zweirad,Velo,"14",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1019","104801",vap104801,Zweirad,Velo,"6",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1020","8646",vap8646,Zweirad,Velo,"108",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1021","104327",vap104327,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1022","8644",vap8644,Zweirad,Velo,"120",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1023","8642",vap8642,Zweirad,Velo,"60",,,,,Bahnhof Altstetten (Mietboxen),gebührenpflichtig,öffentlicher Grund,"4",Kreis 9,9,"4"
"1024","17663",vap17663,Zweirad,Velo,"18",,,,,Solidapark,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1025","104875",vap104875,Zweirad,Velo,"6",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1026","12487",vap12487,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1027","12485",vap12485,Zweirad,Velo,"50",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1028","12484",vap12484,Zweirad,Velo,"108",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1029","12483",vap12483,Zweirad,Velo,"100",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1030","104307",vap104307,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1031","21621",vap21621,Zweirad,Velo,"8",,,,,beim Schulhaus Uto,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1032","21618",vap21618,Zweirad,Velo,"12",,,,,bei Sportanlage Utogrund,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1033","21617",vap21617,Zweirad,Velo,"21",,,,,bei Sportanlage Utogrund,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1034","12493",vap12493,Zweirad,Velo,"65",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1035","12492",vap12492,Zweirad,Velo,"25",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1036","12491",vap12491,Zweirad,Velo,"25",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1037","12490",vap12490,Zweirad,Velo,"50",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1038","8006",vap8006,Zweirad,Velo,"9",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1039","104837",vap104837,Zweirad,Velo,"28",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1040","105005",vap105005,Zweirad,Velo,"14",,,,,nur zu Öffnungszeiten der Stadtgärtnerei,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1041","104519",vap104519,Zweirad,Velo,"22",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1042","105066",vap105066,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1043","4945",vap4945,Zweirad,Velo,"76",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1044","104815",vap104815,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1045","16685",vap16685,Zweirad,Velo,"36",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1046","15721",vap15721,Zweirad,Velo,"22",,,,,"im Parkhaus ""Letzipark""",gebührenpflichtig,öffentlicher Grund,"4",Kreis 9,9,"4"
"1047","105061",vap105061,Zweirad,Velo,"3",,,,,Am Denner,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1048","11205",vap11205,Zweirad,Velo,"13",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1049","104829",vap104829,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1050","105065",vap105065,Zweirad,Velo,"3",,,,,Am Eingang zur Migros,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1051","11973",vap11973,Zweirad,Velo,"22",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1052","12488",vap12488,Zweirad,Velo,"38",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1053","7056",vap7056,Zweirad,Velo,"100",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1054","7055",vap7055,Zweirad,Velo,"100",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1055","7054",vap7054,Zweirad,Velo,"52",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1056","7053",vap7053,Zweirad,Velo,"92",,,,,3 Pfosten-Gruppen,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1057","12165",vap12165,Zweirad,Velo,"100",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1058","104847",vap104847,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1059","104804",vap104804,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1060","104802",vap104802,Zweirad,Velo,"6",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1061","104521",vap104521,Zweirad,Velo,"88",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1062","12489",vap12489,Zweirad,Velo,"30",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1063","104310",vap104310,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1064","105107",vap105107,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1065","104522",vap104522,Zweirad,Velo,"30",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1066","5257",vap5257,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1067","429",vap429,Zweirad,Velo,"6",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1068","104805",vap104805,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1069","104807",vap104807,Zweirad,Velo,"8",,,,,beim Schulhaus Uto,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1070","9289",vap9289,Zweirad,Motorrad,"15",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1071","104871",vap104871,Zweirad,Motorrad,"4",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1072","8643",vap8643,Zweirad,Motorrad,"9",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1073","16376",vap16376,Zweirad,Motorrad,"5",,,,,"im Parkhaus ""Neumarkt""",gebührenpflichtig,öffentlicher Grund,"4",Kreis 9,9,"4"
"1074","8004",vap8004,Zweirad,Motorrad,"2",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1075","15429",vap15429,Zweirad,Motorrad,"5",,,,,"im Parkhaus ""Solidapark""",gebührenpflichtig,öffentlicher Grund,"4",Kreis 9,9,"4"
"1076","15427",vap15427,Zweirad,Motorrad,"3",,,,,"im Parkhaus ""Albisriederdörfli""",gebührenpflichtig,öffentlicher Grund,"4",Kreis 9,9,"4"
"1077","105048",vap105048,Zweirad,Motorrad,"5",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1078","104828",vap104828,Zweirad,Motorrad,"50",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1079","105028",vap105028,Zweirad,Motorrad,"2",,,,,P2 im Parkhaus Letzipark,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1080","104732",vap104732,Zweirad,Motorrad,"8",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1081","104497",vap104497,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1082","104496",vap104496,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1083","104317",vap104317,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1084","104318",vap104318,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1085","105027",vap105027,Zweirad,Beide,"60",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1086","3348",vap3348,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1087","3565",vap3565,Zweirad,Beide,"2",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1088","9925",vap9925,Zweirad,Beide,"3",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1089","392",vap392,Zweirad,Beide,"10",,,,,markiert unterhalb der Brücke,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1090","104309",vap104309,Zweirad,Beide,"28",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1091","104314",vap104314,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1092","104316",vap104316,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1093","104323",vap104323,Zweirad,Beide,"22",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1094","104315",vap104315,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1095","104520",vap104520,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1096","104832",vap104832,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1097","104553",vap104553,Zweirad,Beide,"50",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1098","12200",vap12200,Zweirad,Beide,"36",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1099","8332",vap8332,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1100","104862",vap104862,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1101","104863",vap104863,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1102","105072",vap105072,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1103","105108",vap105108,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1104","105109",vap105109,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1105","714",vap714,Zweirad,Beide,"62",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1106","104834",vap104834,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1107","104869",vap104869,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1108","104866",vap104866,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1109","104868",vap104868,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1110","4620",vap4620,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1111","104492",vap104492,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1112","104493",vap104493,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1113","104319",vap104319,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1114","104844",vap104844,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1115","21622",vap21622,Zweirad,Beide,"50",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1116","21623",vap21623,Zweirad,Beide,"50",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1117","16683",vap16683,Zweirad,Beide,"36",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1118","104853",vap104853,Zweirad,Beide,"50",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1119","3344",vap3344,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1120","104312",vap104312,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1121","104313",vap104313,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1122","104851",vap104851,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1123","8999",vap8999,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1124","394",vap394,Zweirad,Beide,"2",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1125","17661",vap17661,Zweirad,Beide,"56",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1126","3341",vap3341,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1127","104320",vap104320,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1128","7041",vap7041,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1129","395",vap395,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1130","3533",vap3533,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1131","104324",vap104324,Zweirad,Beide,"22",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1132","104833",vap104833,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1133","104865",vap104865,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1134","22899",vap22899,Zweirad,Beide,"29",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1135","104706",vap104706,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1136","104831",vap104831,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1137","105062",vap105062,Zweirad,Beide,"15",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1138","104864",vap104864,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1139","104872",vap104872,Zweirad,Beide,"12",,,,,weitere um die Ecke,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1140","104494",vap104494,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1141","104495",vap104495,Zweirad,Beide,"30",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1142","23858",vap23858,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1143","4304",vap4304,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1144","11971",vap11971,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1145","11972",vap11972,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1146","11856",vap11856,Zweirad,Velo,"63",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1147","11877",vap11877,Zweirad,Motorrad,"10",,,,,"unter Brücke, daher überdacht","0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1148","4302",vap4302,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1149","8001",vap8001,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1150","3473",vap3473,Zweirad,Beide,"54",,,,,unter Brücke,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1151","4303",vap4303,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1152","1612",vap1612,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1153","22584",vap22584,Zweirad,Beide,"11",,,,,"Freestylehalle, vor dem Eingang südlich","0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1154","22890",vap22890,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"4",Kreis 9,9,"4"
"1155","23536",vap23536,Zweirad,Velo,"40",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1156","9302",vap9302,Zweirad,Velo,"30",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1157","23851",vap23851,Zweirad,Motorrad,"5",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1158","23534",vap23534,Zweirad,Motorrad,"5",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1159","11511",vap11511,Zweirad,Beide,"12",,,,,vor Brasserie Bernouilli,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1160","8634",vap8634,Zweirad,Beide,"66",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1161","12805",vap12805,Zweirad,Velo,"51",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1162","8964",vap8964,Zweirad,Velo,"84",,,,,beim Zürcher HB,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1163","1758",vap1758,Zweirad,Velo,"34",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1164","20983",vap20983,Zweirad,Velo,"9",,,,,bei Turnhalle der Schule LImmat A / B / C,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1165","20981",vap20981,Zweirad,Velo,"24",,,,,beim Schulhaus Limmat A / B / C,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1166","12804",vap12804,Zweirad,Motorrad,"4",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1167","8961",vap8961,Zweirad,Motorrad,"3",,,,,beim Zürcher HB,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1168","10867",vap10867,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1169","1746",vap1746,Zweirad,Beide,"58",,,,,Technische Berufsschule Zürich,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1170","10872",vap10872,Zweirad,Beide,"24",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1171","135",vap135,Zweirad,Beide,"58",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1172","11854",vap11854,Zweirad,Beide,"48",,,,,provisorisch,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1173","134",vap134,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1174","578",vap578,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1175","104534",vap104534,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1176","11924",vap11924,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1177","137",vap137,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1178","1759",vap1759,Zweirad,Beide,"35",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1179","577",vap577,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1180","5255",vap5255,Zweirad,Beide,"36",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1181","576",vap576,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1182","1747",vap1747,Zweirad,Beide,"20",,,,,Technische Berufsschule Zürich,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1183","1760",vap1760,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1184","105071",vap105071,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1185","133",vap133,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1186","581",vap581,Zweirad,Beide,"12",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1187","22896",vap22896,Zweirad,Beide,"112",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1188","105050",vap105050,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1189","20017",vap20017,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1190","20016",vap20016,Zweirad,Velo,"36",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1191","20015",vap20015,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1192","20014",vap20014,Zweirad,Velo,"30",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1193","20013",vap20013,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1194","20012",vap20012,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1195","104474",vap104474,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1196","104858",vap104858,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1197","100671",vap100671,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1198","13453",vap13453,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1199","558",vap558,Zweirad,Velo,"76",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1200","104938",vap104938,Zweirad,Velo,"28",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1201","10881",vap10881,Zweirad,Velo,"48",,,,,teilweise überdacht,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1202","559",vap559,Zweirad,Velo,"48",,,,,Bahnhof Hardbrücke (Mietboxen),gebührenpflichtig,öffentlicher Grund,"5",Kreis 5,5,"1"
"1203","104472",vap104472,Zweirad,Velo,"42",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1204","5125",vap5125,Zweirad,Velo,"14",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1205","17664",vap17664,Zweirad,Velo,"52",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1206","104890",vap104890,Zweirad,Velo,"38",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1207","11872",vap11872,Zweirad,Velo,"58",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1208","11870",vap11870,Zweirad,Velo,"27",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1209","105056",vap105056,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
"1210","13452",vap13452,Zweirad,Velo,"7",,,,,,"0",öffentlicher Grund,"5",Kreis 5,5,"1"
